Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
4324,NovaWorks,Display,Men 35-44,30 days,Google Ads,0.0827,"$6,378.54",4.5,Houston,German,827,5082,8,Tech Enthusiasts,30/01/2023
4325,Alpha Innovations,Email,Women 18-24,60 days,YouTube,0.047,"$17,447.80",5.13,Chicago,Mandarin,553,5710,2,Foodies,30/01/2023
4326,Peak Fitness Co,Influencer,All Ages,15 days,YouTube,0.0807,"$13,880.27",4.78,Los Angeles,English,226,6115,8,Health & Fitness,30/01/2023
4327,Alpha Innovations,Influencer,All Ages,30 days,Instagram,0.0853,"$10,359.10",4.99,Chicago,German,454,5606,10,Outdoor Adventurers,30/01/2023
4328,Alpha Innovations,Social Media,Women 25-34,45 days,Google Ads,0.1026,"$7,447.04",3.77,Los Angeles,German,705,5921,3,Tech Enthusiasts,30/01/2023
4329,Peak Fitness Co,Email,Women 18-24,45 days,YouTube,0.0808,"$16,640.72",5.03,Miami,Spanish,273,5001,9,Fashionistas,30/01/2023
4330,Crestline Brands,Social Media,Women 25-34,15 days,Website,0.1009,"$3,090.62",5.03,Houston,German,631,5749,6,Health & Fitness,31/01/2023
4331,Alpha Innovations,Display,Men 25-34,30 days,Instagram,0.042,"$4,714.90",5.13,Houston,French,769,5781,9,Fashionistas,31/01/2023
4332,Alpha Innovations,Influencer,Men 25-34,60 days,Email,0.0782,"$3,907.43",6.26,Los Angeles,Spanish,357,4637,3,Fashionistas,31/01/2023
4333,TechCorp,Social Media,Women 18-24,15 days,Email,0.0647,"$11,319.62",5.79,Chicago,German,631,5940,3,Foodies,31/01/2023
4334,Peak Fitness Co,Email,Men 18-24,45 days,YouTube,0.0591,"$18,417.25",4.6,Miami,Spanish,388,4612,10,Fashionistas,31/01/2023
4335,Vertex Media,Search,Men 18-24,45 days,Google Ads,0.068,"$14,301.54",5.12,New York,English,239,5908,4,Foodies,31/01/2023
4336,Peak Fitness Co,Social Media,Men 18-24,15 days,YouTube,0.0822,"$7,844.20",4.43,Houston,French,358,5780,3,Health & Fitness,31/01/2023
4337,Bright Retail,Display,Men 18-24,45 days,Google Ads,0.0674,"$3,207.29",5.26,New York,French,427,4638,1,Tech Enthusiasts,31/01/2023
4338,TechCorp,Search,Men 25-34,30 days,Instagram,0.0645,"$2,095.87",6,Chicago,English,336,5448,7,Tech Enthusiasts,31/01/2023
4339,NovaWorks,Influencer,All Ages,30 days,Website,0.0812,"$12,392.25",3.86,Miami,German,768,4777,6,Health & Fitness,31/01/2023
4340,Bright Retail,Display,Women 35-44,15 days,Instagram,0.0619,"$1,375.17",5.73,Miami,German,806,4683,5,Foodies,31/01/2023
4341,TechCorp,Influencer,Men 25-34,60 days,YouTube,0.0726,"$6,268.52",5.03,New York,French,322,4599,1,Tech Enthusiasts,01/02/2023
4342,NovaWorks,Social Media,Women 25-34,30 days,Google Ads,0.0878,$740.41,5.01,Houston,French,840,6180,2,Fashionistas,01/02/2023
4343,TechCorp,Social Media,Men 35-44,30 days,Google Ads,0.0602,"$19,304.75",4.51,Chicago,English,637,4613,4,Health & Fitness,01/02/2023
4344,Bright Retail,Search,Women 35-44,30 days,Email,0.058,"$17,952.43",4.34,Chicago,Spanish,479,5688,8,Fashionistas,01/02/2023
4345,Crestline Brands,Social Media,Women 25-34,30 days,Email,0.0711,"$16,692.58",5.51,Chicago,French,745,5439,5,Health & Fitness,01/02/2023
4346,NovaWorks,Search,Women 18-24,15 days,Email,0.0848,"$17,123.36",4.37,New York,English,453,5251,9,Foodies,01/02/2023
4347,Peak Fitness Co,Influencer,Men 25-34,15 days,YouTube,0.0725,"$15,344.25",4.34,Chicago,English,530,4714,9,Foodies,01/02/2023
4348,Peak Fitness Co,Search,Men 25-34,15 days,YouTube,0.1052,"$11,156.72",4.96,New York,German,783,6367,4,Foodies,01/02/2023
4349,Alpha Innovations,Influencer,Men 25-34,15 days,Google Ads,0.08,"$13,723.46",4.95,Chicago,Mandarin,547,5817,9,Health & Fitness,01/02/2023
4350,TechCorp,Display,Men 35-44,45 days,Website,0.0592,"$5,041.86",5.16,Los Angeles,German,684,4587,5,Outdoor Adventurers,01/02/2023
4351,Peak Fitness Co,Search,Men 25-34,45 days,Website,0.0647,"$5,901.47",4.71,New York,English,345,4636,1,Foodies,01/02/2023
4352,Peak Fitness Co,Search,All Ages,45 days,Website,0.06,"$8,807.64",5,Miami,English,647,6178,6,Fashionistas,01/02/2023
4353,Crestline Brands,Search,All Ages,45 days,Google Ads,0.0615,"$3,084.36",5.65,New York,Spanish,467,6057,6,Fashionistas,01/02/2023
4354,Vertex Media,Display,Men 35-44,30 days,Google Ads,0.0617,"$4,156.86",4.6,Los Angeles,English,267,5918,9,Health & Fitness,02/02/2023
4355,Bright Retail,Display,All Ages,60 days,Instagram,0.0718,"$11,893.13",4.7,New York,German,535,6345,1,Foodies,02/02/2023
4356,Vertex Media,Display,Men 25-34,15 days,YouTube,0.0526,"$15,435.63",5.6,Chicago,French,464,4510,2,Fashionistas,02/02/2023
4357,Crestline Brands,Social Media,Men 18-24,45 days,YouTube,0.0632,"$5,489.44",4.97,Los Angeles,English,408,5142,1,Foodies,02/02/2023
4358,Peak Fitness Co,Social Media,Men 25-34,30 days,Google Ads,0.0773,"$19,741.30",5.65,Chicago,English,385,4735,8,Fashionistas,02/02/2023
4359,Bright Retail,Email,Women 35-44,45 days,Instagram,0.0948,"$19,192.96",5.07,New York,French,501,6015,6,Fashionistas,02/02/2023
4360,TechCorp,Display,Women 18-24,15 days,Instagram,0.048,"$4,222.58",3.69,Los Angeles,French,464,5733,4,Outdoor Adventurers,02/02/2023
4361,Alpha Innovations,Display,Women 18-24,15 days,Instagram,0.0869,"$9,846.62",3.82,Miami,Spanish,821,6270,8,Health & Fitness,02/02/2023
4362,Peak Fitness Co,Social Media,Men 25-34,30 days,Instagram,0.0625,"$7,522.02",3.97,New York,Mandarin,570,5840,5,Fashionistas,02/02/2023
4363,Bright Retail,Search,Women 35-44,30 days,Google Ads,0.061,"$17,117.11",5.25,Los Angeles,English,259,4729,5,Foodies,02/02/2023
4364,Peak Fitness Co,Social Media,All Ages,15 days,Website,0.0674,"$15,279.12",4.79,Chicago,French,539,5789,2,Fashionistas,02/02/2023
4365,Vertex Media,Search,Women 25-34,15 days,Email,0.0746,"$4,910.80",4.73,Miami,English,833,5625,2,Tech Enthusiasts,02/02/2023
4366,TechCorp,Email,Women 25-34,30 days,YouTube,0.0708,"$3,275.47",3.98,Houston,Spanish,523,5633,3,Outdoor Adventurers,02/02/2023
4367,Alpha Innovations,Social Media,Men 18-24,15 days,Email,0.0979,"$17,020.44",4.5,Houston,English,707,6176,5,Tech Enthusiasts,03/02/2023
4368,NovaWorks,Email,Women 18-24,15 days,Email,0.0744,"$13,068.10",5.12,New York,German,425,4505,5,Health & Fitness,03/02/2023
4369,NovaWorks,Email,Women 18-24,30 days,YouTube,0.0662,"$9,213.88",3.12,Chicago,Mandarin,539,5151,8,Health & Fitness,03/02/2023
4370,Vertex Media,Display,Women 18-24,45 days,Website,0.0691,"$8,585.85",3.12,Los Angeles,Spanish,889,5705,9,Fashionistas,03/02/2023
4371,Vertex Media,Social Media,Men 18-24,60 days,Google Ads,0.0506,"$3,151.88",5.52,Houston,Spanish,730,6398,7,Tech Enthusiasts,03/02/2023
4372,NovaWorks,Social Media,Men 25-34,60 days,Website,0.0824,"$6,214.12",4.58,Houston,Spanish,206,4808,3,Tech Enthusiasts,03/02/2023
4373,NovaWorks,Search,Women 25-34,30 days,YouTube,0.0803,"$5,540.02",4.84,New York,German,762,6212,6,Tech Enthusiasts,03/02/2023
4374,Peak Fitness Co,Search,All Ages,30 days,Email,0.0749,"$2,218.32",4.98,Chicago,Spanish,309,5212,8,Health & Fitness,03/02/2023
4375,Crestline Brands,Display,All Ages,60 days,Google Ads,0.054,"$17,824.66",4.69,Miami,Mandarin,516,5690,10,Tech Enthusiasts,03/02/2023
4376,Vertex Media,Social Media,Men 18-24,30 days,Instagram,0.0839,"$11,539.93",4.55,Miami,Mandarin,532,4646,6,Health & Fitness,03/02/2023
4377,Bright Retail,Influencer,Women 35-44,30 days,Instagram,0.0471,"$18,282.98",3.8,New York,Mandarin,241,6309,5,Health & Fitness,03/02/2023
4378,Bright Retail,Display,Men 35-44,45 days,Instagram,0.0793,"$16,305.25",4.9,Los Angeles,French,858,5035,2,Outdoor Adventurers,03/02/2023
4379,TechCorp,Email,Women 25-34,15 days,Email,0.0796,"$5,444.93",5.63,Houston,English,297,4890,3,Fashionistas,03/02/2023
4380,Bright Retail,Display,Men 18-24,60 days,Website,0.0998,"$11,838.80",5.31,New York,French,872,6045,9,Outdoor Adventurers,03/02/2023
4381,Vertex Media,Display,Women 35-44,30 days,Email,0.0577,"$4,238.74",4.62,Los Angeles,Spanish,455,6210,1,Foodies,03/02/2023
4382,Crestline Brands,Email,All Ages,60 days,Website,0.0555,"$15,310.24",4.74,Los Angeles,French,588,5432,2,Tech Enthusiasts,03/02/2023
4383,Alpha Innovations,Influencer,Men 35-44,30 days,Instagram,0.083,"$8,283.16",6.2,Miami,Spanish,696,4829,3,Health & Fitness,04/02/2023
4384,Vertex Media,Search,Women 25-34,60 days,Email,0.0886,"$7,603.70",5.6,Chicago,German,539,5380,3,Foodies,04/02/2023
4385,Bright Retail,Email,Men 25-34,45 days,YouTube,0.0881,"$3,740.75",4.87,Chicago,Mandarin,430,4710,6,Tech Enthusiasts,04/02/2023
4386,NovaWorks,Search,Men 25-34,15 days,YouTube,0.0766,"$17,441.32",4.87,Los Angeles,French,340,6060,10,Health & Fitness,04/02/2023
4387,TechCorp,Email,All Ages,60 days,Website,0.0761,"$13,736.87",4.21,New York,English,394,5849,7,Outdoor Adventurers,04/02/2023
4388,TechCorp,Influencer,Women 35-44,45 days,Email,0.0706,"$9,942.04",5.09,Los Angeles,English,531,4644,2,Foodies,04/02/2023
4389,NovaWorks,Display,All Ages,30 days,Instagram,0.0838,"$16,547.23",5.01,Chicago,English,241,6057,8,Health & Fitness,04/02/2023
4390,TechCorp,Display,Men 25-34,45 days,Website,0.0735,"$4,878.76",4.69,Houston,French,766,6232,10,Fashionistas,04/02/2023
4391,Peak Fitness Co,Search,Men 35-44,15 days,YouTube,0.0525,"$12,145.46",5.86,New York,English,298,5400,3,Foodies,04/02/2023
4392,Crestline Brands,Search,All Ages,30 days,YouTube,0.0581,"$8,545.68",4.81,New York,English,674,5500,6,Fashionistas,05/02/2023
4393,Crestline Brands,Email,Women 35-44,60 days,Instagram,0.0765,"$14,972.38",4.78,Chicago,English,559,5825,5,Health & Fitness,05/02/2023
4394,Crestline Brands,Display,Women 35-44,45 days,YouTube,0.0609,"$2,895.47",4.61,Miami,English,802,5669,6,Tech Enthusiasts,05/02/2023
4395,TechCorp,Search,Women 18-24,30 days,Instagram,0.082,"$8,912.86",5.72,Chicago,English,541,6081,4,Outdoor Adventurers,05/02/2023
4396,NovaWorks,Influencer,Men 18-24,60 days,YouTube,0.0686,"$10,332.67",5.2,New York,Mandarin,402,5019,4,Foodies,05/02/2023
4397,TechCorp,Email,Women 35-44,60 days,Website,0.0662,"$17,739.49",4.11,Los Angeles,English,775,6323,,Foodies,05/02/2023
4398,Bright Retail,Display,Women 35-44,60 days,Email,0.0515,"$10,459.49",5.34,Miami,French,552,4895,1,Outdoor Adventurers,05/02/2023
4399,Crestline Brands,Social Media,Men 25-34,30 days,Google Ads,0.0975,"$3,977.27",5.63,Miami,Spanish,782,4507,7,Foodies,05/02/2023
4400,Crestline Brands,Social Media,Men 18-24,60 days,Google Ads,0.072,"$7,114.66",3.97,Houston,German,460,5809,2,Foodies,06/02/2023
4401,Alpha Innovations,Influencer,Men 18-24,15 days,Instagram,0.0951,"$10,817.56",6.02,New York,Spanish,256,5728,1,Foodies,06/02/2023
4402,Crestline Brands,Influencer,Women 25-34,15 days,Google Ads,0.0661,"$14,221.51",4.89,Chicago,Spanish,837,6025,2,Foodies,06/02/2023
4403,Alpha Innovations,Display,Women 25-34,15 days,Google Ads,0.0474,"$1,058.57",5.89,Miami,German,389,5661,7,Tech Enthusiasts,06/02/2023
4404,Peak Fitness Co,Display,Women 25-34,45 days,Email,0.0614,"$16,937.81",5.08,Los Angeles,Mandarin,530,5512,7,Fashionistas,06/02/2023
4405,Bright Retail,Search,Men 18-24,15 days,Google Ads,0.0534,"$10,749.56",4.8,Houston,English,315,5880,7,Foodies,06/02/2023
4406,Vertex Media,Display,Women 35-44,60 days,Email,0.0779,"$6,991.54",5.53,Miami,French,820,5084,3,Tech Enthusiasts,06/02/2023
4407,Peak Fitness Co,Search,Women 18-24,15 days,Instagram,0.0833,"$7,326.85",4.74,Chicago,English,561,5573,9,Health & Fitness,06/02/2023
4408,Vertex Media,Social Media,Men 25-34,60 days,YouTube,0.0864,"$16,287.73",4.97,Miami,Spanish,813,4622,9,Foodies,06/02/2023
4409,Peak Fitness Co,Display,Men 25-34,60 days,Email,0.0842,"$12,515.38",4.4,Los Angeles,Mandarin,699,6343,7,Outdoor Adventurers,06/02/2023
4410,Peak Fitness Co,Display,All Ages,45 days,Google Ads,0.0466,"$19,330.61",5.3,Miami,German,259,5261,2,Fashionistas,07/02/2023
4411,Bright Retail,Email,Women 18-24,15 days,Email,0.0474,"$16,488.33",4.56,New York,Spanish,772,4604,1,Fashionistas,07/02/2023
4412,Crestline Brands,Influencer,All Ages,60 days,Website,0.0646,"$15,476.16",5.33,Los Angeles,French,564,5993,3,Health & Fitness,07/02/2023
4413,Bright Retail,Social Media,All Ages,45 days,Google Ads,0.0654,"$4,262.74",4.2,Houston,French,629,6072,6,Fashionistas,07/02/2023
4414,Bright Retail,Social Media,Women 35-44,60 days,Email,0.0919,"$7,293.05",4.66,New York,Mandarin,351,5965,7,Outdoor Adventurers,07/02/2023
4415,TechCorp,Social Media,Men 18-24,30 days,Google Ads,0.0614,"$5,435.48",4.71,New York,Spanish,873,6118,7,Foodies,07/02/2023
4416,Bright Retail,Influencer,All Ages,45 days,Website,0.0799,"$5,983.61",5.3,Los Angeles,German,538,6004,6,Tech Enthusiasts,07/02/2023
4417,Bright Retail,Influencer,Women 18-24,15 days,Instagram,0.073,"$17,901.21",5.25,New York,English,635,6092,2,Tech Enthusiasts,07/02/2023
4418,Crestline Brands,Display,Women 25-34,60 days,Website,0.0716,"$10,897.16",4.63,Houston,English,471,6264,2,Health & Fitness,07/02/2023
4419,Crestline Brands,Email,Women 18-24,45 days,YouTube,0.07,"$11,458.76",4.85,New York,Mandarin,671,6436,5,Health & Fitness,07/02/2023
4420,Vertex Media,Social Media,Women 25-34,60 days,Email,0.0601,"$12,781.13",4.44,New York,English,785,5403,7,Foodies,07/02/2023
4421,Vertex Media,Social Media,Men 35-44,15 days,Instagram,0.0716,"$19,023.11",5.45,Los Angeles,Mandarin,780,4540,10,Foodies,08/02/2023
4422,Vertex Media,Social Media,Men 18-24,30 days,Email,0.063,"$11,293.29",5.28,Los Angeles,German,510,5558,8,Health & Fitness,08/02/2023
4423,Peak Fitness Co,Display,Men 25-34,30 days,Instagram,0.0798,"$4,299.63",4.44,Miami,German,794,5513,6,Health & Fitness,08/02/2023
4424,TechCorp,Search,Men 25-34,60 days,Email,0.0577,$560.09,4.38,Los Angeles,German,575,5246,6,Health & Fitness,08/02/2023
4425,Alpha Innovations,Social Media,Men 18-24,45 days,Instagram,0.0576,"$3,686.17",4.55,Los Angeles,German,267,4923,2,Outdoor Adventurers,08/02/2023
4426,Alpha Innovations,Social Media,Men 25-34,30 days,YouTube,0.073,"$17,554.44",5.48,Los Angeles,English,625,5878,10,Tech Enthusiasts,08/02/2023
4427,NovaWorks,Display,Men 25-34,15 days,Email,0.0771,"$2,990.75",5.56,Los Angeles,Mandarin,823,6105,10,Foodies,08/02/2023
4428,Alpha Innovations,Social Media,All Ages,15 days,Email,0.058,"$13,116.16",4.64,Houston,Spanish,826,5798,3,Tech Enthusiasts,08/02/2023
4429,NovaWorks,Social Media,Men 18-24,15 days,Google Ads,0.0664,"$8,388.71",5.38,Miami,German,243,5916,4,Tech Enthusiasts,08/02/2023
4430,NovaWorks,Influencer,Men 35-44,15 days,Google Ads,0.0744,"$13,628.56",5.34,Los Angeles,English,478,4745,3,Health & Fitness,08/02/2023
4431,Crestline Brands,Search,Men 18-24,45 days,Instagram,0.0536,"$2,877.20",5.78,Chicago,French,847,5760,4,Outdoor Adventurers,08/02/2023
4432,Crestline Brands,Email,Men 18-24,60 days,Google Ads,0.0682,"$14,804.13",4.45,Miami,German,854,6351,4,Outdoor Adventurers,08/02/2023
4433,Peak Fitness Co,Social Media,Men 18-24,15 days,Email,0.0761,"$15,030.99",4.7,Houston,Mandarin,685,5737,7,Foodies,08/02/2023
4434,Peak Fitness Co,Influencer,Women 18-24,45 days,Email,0.0707,"$12,798.92",5.89,New York,English,426,4928,9,Foodies,08/02/2023
4435,Peak Fitness Co,Social Media,Men 35-44,45 days,YouTube,0.0665,"$1,234.84",4.96,Miami,German,882,4889,1,Fashionistas,08/02/2023
4436,NovaWorks,Search,Men 35-44,45 days,Instagram,0.0761,"$6,269.86",4.28,Los Angeles,German,330,6263,2,Health & Fitness,08/02/2023
4437,NovaWorks,Search,Men 35-44,45 days,Instagram,0.0627,"$2,968.30",5.02,New York,Mandarin,604,5459,1,Health & Fitness,08/02/2023
4438,Alpha Innovations,Social Media,Men 18-24,15 days,Google Ads,0.0684,"$2,007.21",4.18,Los Angeles,English,312,6145,5,Outdoor Adventurers,08/02/2023
4439,Peak Fitness Co,Email,Women 25-34,60 days,Website,0.0608,"$8,796.69",5.75,Houston,English,839,5739,3,Tech Enthusiasts,08/02/2023
4440,Peak Fitness Co,Display,Women 18-24,15 days,Instagram,0.0846,"$5,706.28",4.99,Miami,German,676,5498,1,Outdoor Adventurers,08/02/2023
4441,Vertex Media,Display,Women 18-24,45 days,Website,0.0817,"$15,979.75",5.71,Chicago,Mandarin,285,5240,3,Foodies,09/02/2023
4442,Bright Retail,Search,Men 35-44,45 days,YouTube,0.0577,"$19,951.88",4.36,Miami,German,365,5654,1,Outdoor Adventurers,09/02/2023
4443,Bright Retail,Influencer,Men 25-34,30 days,Instagram,0.0906,"$19,698.31",5.18,Los Angeles,French,312,5024,6,Tech Enthusiasts,09/02/2023
4444,Bright Retail,Influencer,Women 18-24,30 days,YouTube,0.0538,"$7,655.78",4.33,Los Angeles,Spanish,285,6311,3,Health & Fitness,09/02/2023
4445,Vertex Media,Influencer,Women 25-34,45 days,YouTube,0.0954,$854.72,4.85,Houston,Spanish,270,5197,5,Foodies,09/02/2023
4446,Peak Fitness Co,Display,All Ages,60 days,Google Ads,0.0969,"$1,929.91",5.23,New York,Mandarin,406,5499,7,Foodies,09/02/2023
4447,Crestline Brands,Influencer,Women 35-44,30 days,Website,0.054,"$4,875.85",5.18,Los Angeles,Spanish,771,6147,2,Tech Enthusiasts,09/02/2023
4448,Crestline Brands,Display,Women 18-24,30 days,Email,0.0679,"$9,155.06",5.21,Chicago,Spanish,316,4527,5,Fashionistas,09/02/2023
4449,TechCorp,Social Media,Men 35-44,45 days,Instagram,0.0665,"$7,783.40",4.31,Los Angeles,Spanish,478,5031,7,Tech Enthusiasts,09/02/2023
4450,NovaWorks,Search,Women 25-34,15 days,Google Ads,0.0738,"$2,019.29",4.31,Los Angeles,English,787,5604,1,Health & Fitness,09/02/2023
4451,Crestline Brands,Email,All Ages,30 days,Google Ads,0.05,"$19,934.53",4.18,Miami,French,527,6396,,Outdoor Adventurers,09/02/2023
4452,Alpha Innovations,Email,All Ages,30 days,Instagram,0.0847,"$1,583.15",5.71,New York,Spanish,608,4610,8,Fashionistas,09/02/2023
4453,Crestline Brands,Display,All Ages,30 days,Google Ads,0.0482,"$18,363.01",2.99,Miami,French,400,5021,5,Fashionistas,09/02/2023
4454,Crestline Brands,Influencer,Men 25-34,30 days,Instagram,0.0663,"$13,356.99",4.71,New York,German,480,5796,5,Outdoor Adventurers,09/02/2023
4455,Peak Fitness Co,Social Media,Women 35-44,60 days,Google Ads,0.0722,"$7,965.85",5.88,New York,Spanish,661,5227,4,Outdoor Adventurers,10/02/2023
4456,Peak Fitness Co,Email,Men 18-24,30 days,Google Ads,0.0768,"$12,594.13",5.43,Chicago,German,822,4931,1,Fashionistas,10/02/2023
4457,Vertex Media,Display,Men 25-34,30 days,YouTube,0.073,"$3,807.50",6,Los Angeles,Spanish,229,5844,7,Outdoor Adventurers,10/02/2023
4458,Crestline Brands,Influencer,Men 25-34,45 days,YouTube,0.0958,"$15,280.42",4.65,Miami,German,708,5919,4,Health & Fitness,10/02/2023
4459,NovaWorks,Influencer,Women 35-44,60 days,YouTube,0.0588,"$5,009.15",5.59,Los Angeles,French,540,4641,4,Foodies,10/02/2023
4460,Crestline Brands,Social Media,Men 18-24,30 days,Website,0.0755,"$14,924.90",5.14,Houston,German,411,5423,7,Fashionistas,10/02/2023
4461,TechCorp,Social Media,Women 25-34,15 days,Website,0.0717,"$8,768.98",5.55,New York,Mandarin,618,5623,1,Foodies,10/02/2023
4462,Crestline Brands,Influencer,Women 18-24,15 days,YouTube,0.0728,"$10,316.54",5.01,Houston,Spanish,623,4583,2,Outdoor Adventurers,10/02/2023
4463,Crestline Brands,Search,Men 18-24,60 days,Email,0.0614,"$12,350.92",4.66,Chicago,English,580,4927,8,Tech Enthusiasts,11/02/2023
4464,Vertex Media,Social Media,All Ages,60 days,Website,0.0757,"$11,310.68",4.69,Houston,French,407,5153,5,Tech Enthusiasts,11/02/2023
4465,TechCorp,Influencer,All Ages,30 days,Google Ads,0.0771,"$1,647.70",5.19,Miami,English,870,4822,3,Outdoor Adventurers,11/02/2023
4466,Bright Retail,Search,Men 18-24,15 days,Google Ads,0.0796,"$17,753.53",4.55,Miami,Spanish,500,5855,5,Outdoor Adventurers,11/02/2023
4467,Vertex Media,Email,All Ages,15 days,Website,0.0583,"$9,260.43",5.53,Chicago,Spanish,729,5822,3,Tech Enthusiasts,11/02/2023
4468,NovaWorks,Influencer,Men 35-44,45 days,Instagram,0.0476,"$2,820.22",5.4,Miami,Spanish,690,5004,8,Fashionistas,11/02/2023
4469,Alpha Innovations,Influencer,Men 35-44,15 days,Website,0.0717,"$7,246.48",6.08,Miami,German,707,4898,1,Tech Enthusiasts,11/02/2023
4470,Bright Retail,Email,Men 35-44,45 days,Website,0.0703,"$8,692.75",4.95,Los Angeles,Mandarin,213,6004,2,Outdoor Adventurers,11/02/2023
4471,TechCorp,Search,Men 35-44,45 days,Google Ads,0.0744,"$16,180.28",4.93,Chicago,German,201,4895,6,Fashionistas,11/02/2023
4472,Bright Retail,Search,All Ages,15 days,Email,0.0822,"$15,362.86",4.88,Houston,French,482,4968,6,Health & Fitness,12/02/2023
4473,TechCorp,Email,Women 25-34,15 days,Instagram,0.0895,"$11,459.65",4.67,Miami,English,704,4896,2,Tech Enthusiasts,12/02/2023
4474,Bright Retail,Email,Men 25-34,45 days,Instagram,0.0421,"$2,630.34",5.23,Chicago,Mandarin,729,5474,9,Tech Enthusiasts,12/02/2023
4475,NovaWorks,Search,Women 25-34,15 days,YouTube,0.0739,$776.24,4.62,Miami,Mandarin,642,4756,6,Health & Fitness,12/02/2023
4476,TechCorp,Search,Women 35-44,60 days,Website,0.0469,"$9,269.25",5.15,Chicago,French,351,5762,6,Health & Fitness,12/02/2023
4477,Crestline Brands,Display,Men 35-44,15 days,Google Ads,0.0893,"$13,324.66",5.21,Houston,Mandarin,771,6445,1,Fashionistas,12/02/2023
4478,Crestline Brands,Email,All Ages,30 days,YouTube,0.0676,"$1,856.64",4.89,Miami,German,648,4789,7,Tech Enthusiasts,12/02/2023
4479,NovaWorks,Display,Men 18-24,45 days,Website,0.0589,"$8,499.51",4.8,New York,Mandarin,393,5941,3,Health & Fitness,12/02/2023
4480,Alpha Innovations,Search,Women 25-34,15 days,Instagram,0.0699,"$11,014.10",4.78,New York,Mandarin,355,5237,1,Health & Fitness,13/02/2023
4481,Vertex Media,Social Media,All Ages,15 days,Google Ads,0.0858,"$2,777.31",4.05,New York,English,781,6082,4,Health & Fitness,13/02/2023
4482,Peak Fitness Co,Search,Men 18-24,60 days,Email,0.0683,"$19,303.82",4.63,Houston,German,329,5381,2,Tech Enthusiasts,13/02/2023
4483,Bright Retail,Social Media,All Ages,30 days,Google Ads,0.0928,"$6,954.67",3.98,Los Angeles,Mandarin,763,4609,10,Health & Fitness,13/02/2023
4484,Peak Fitness Co,Influencer,Women 25-34,60 days,YouTube,0.0982,"$12,540.20",4.8,Los Angeles,French,492,5568,2,Fashionistas,13/02/2023
4485,TechCorp,Email,Women 35-44,60 days,Website,0.0694,"$6,367.08",6.03,Miami,Mandarin,358,6432,9,Outdoor Adventurers,13/02/2023
4486,Crestline Brands,Influencer,All Ages,45 days,YouTube,0.0699,"$13,198.16",6.36,Houston,English,438,4658,7,Outdoor Adventurers,13/02/2023
4487,TechCorp,Display,Women 18-24,60 days,Email,0.0764,"$10,428.62",6.15,Chicago,German,314,6160,8,Fashionistas,13/02/2023
4488,Alpha Innovations,Display,Women 35-44,30 days,Email,0.0783,"$12,839.22",4.57,Miami,Mandarin,822,4682,7,Foodies,13/02/2023
4489,Crestline Brands,Influencer,Men 35-44,60 days,Website,0.0657,"$9,953.79",5.49,Miami,English,590,6007,8,Tech Enthusiasts,13/02/2023
4490,Peak Fitness Co,Search,Women 18-24,30 days,Google Ads,0.0803,"$6,634.15",6.24,New York,French,729,6174,4,Tech Enthusiasts,14/02/2023
4491,Vertex Media,Email,Women 35-44,45 days,Instagram,0.0607,$663.83,5.69,Miami,English,401,5967,6,Outdoor Adventurers,14/02/2023
4492,Alpha Innovations,Display,Men 35-44,30 days,Website,0.0523,"$13,362.21",5.51,Houston,German,620,5414,5,Tech Enthusiasts,14/02/2023
4493,Alpha Innovations,Social Media,Men 18-24,45 days,Website,0.0591,"$5,007.76",4.32,Chicago,English,476,5119,7,Tech Enthusiasts,14/02/2023
4494,TechCorp,Search,Men 18-24,60 days,Google Ads,0.0715,"$8,595.99",5.04,Miami,Mandarin,558,5674,8,Health & Fitness,14/02/2023
4495,Vertex Media,Display,Men 25-34,15 days,Google Ads,0.0751,"$8,394.27",5.92,Miami,Mandarin,823,5573,2,Health & Fitness,14/02/2023
4496,Bright Retail,Display,Men 25-34,15 days,Website,0.073,$574.60,4.82,Houston,Spanish,596,4713,4,Fashionistas,14/02/2023
4497,Alpha Innovations,Search,All Ages,15 days,Website,0.0479,"$18,075.43",5.12,Los Angeles,French,213,5933,10,Health & Fitness,14/02/2023
4498,NovaWorks,Email,Men 25-34,45 days,YouTube,0.0962,"$14,663.67",4.91,Miami,Spanish,479,6333,4,Health & Fitness,14/02/2023
4499,Bright Retail,Display,Men 35-44,30 days,Instagram,0.0566,"$15,189.07",5.51,Miami,Spanish,450,4636,3,Tech Enthusiasts,15/02/2023
4500,TechCorp,Influencer,Women 18-24,30 days,Instagram,0.0395,"$15,305.33",5.53,Miami,French,755,6189,4,Outdoor Adventurers,15/02/2023
4501,TechCorp,Social Media,Women 25-34,15 days,Website,0.0614,"$7,951.02",4.88,Los Angeles,English,872,5660,4,Foodies,15/02/2023
4502,TechCorp,Email,Men 25-34,15 days,Instagram,0.066,"$14,343.57",4.81,Los Angeles,French,251,6247,8,Foodies,15/02/2023
4503,TechCorp,Email,Men 25-34,15 days,Google Ads,0.0714,"$19,922.94",5.5,Miami,Mandarin,808,5403,10,Fashionistas,15/02/2023
4504,Bright Retail,Email,Women 18-24,60 days,Website,0.0726,"$2,824.52",5.25,Houston,French,663,5385,7,Tech Enthusiasts,15/02/2023
